Record_ID,City,Province,Healthcare_Facility_Name,Facility_Type,Public_or_Private,Number_of_Beds,Number_of_Doctors,Number_of_Nurses,Daily_Patient_Capacity,Emergency_Service,Average_Rating,
722,Faisalabad,Punjab,Faisalabad Healthcare Facility 722,Maternity Home,Public,245,55,299,527,Yes,2.6,
723,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 723,Medical Center,Public,245,61,593,1712,Yes,4.9,
724,Lahore,Punjab,Lahore Healthcare Facility 724,Maternity Home,Public,245,196,223,92,No,4.5,
725,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 725,Maternity Home,Public,245,278,284,821,Yes,3.7,
726,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 726,Hospital,Public,244,134,283,1368,No,3.2,
727,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 727,Clinic,Public,244,106,233,990,Yes,3.8,
728,Lahore,Punjab,Lahore Healthcare Facility 728,Diagnostic Lab,Public,244,164,32,548,Yes,3.7,
729,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 729,Hospital,Public,244,264,481,1347,No,3.5,
730,Gujranwala,Punjab,Gujranwala Healthcare Facility 730,Hospital,Private,244,135,174,202,Yes,2.8,
731,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 731,Hospital,Public,241,136,177,1544,Yes,4.4,
732,Hyderabad,Sindh,Hyderabad Healthcare Facility 732,Maternity Home,Public,241,90,488,1829,Yes,2.6,
733,Gujranwala,Punjab,Gujranwala Healthcare Facility 733,Clinic,Public,239,160,377,1847,No,4.1,
734,Gujranwala,Punjab,Gujranwala Healthcare Facility 734,Hospital,Public,238,242,473,1640,No,4.8,
735,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 735,Medical Center,Private,237,47,59,652,Yes,4.7,
736,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 736,Clinic,Public,236,96,291,631,Yes,3.9,
737,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 737,Diagnostic Lab,Public,236,221,67,777,Yes,3.3,
738,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 738,Clinic,Private,236,151,442,1965,Yes,4.3,
739,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 739,Maternity Home,Public,236,130,177,528,No,4.8,
740,Karachi,Sindh,Karachi Healthcare Facility 740,Clinic,Private,236,100,300,1141,Yes,2.9,
741,Karachi,Sindh,Karachi Healthcare Facility 741,Diagnostic Lab,Public,235,83,117,1859,No,4.1,
742,Sukkur,Sindh,Sukkur Healthcare Facility 742,Maternity Home,Public,234,118,168,154,No,4,
743,Gujranwala,Punjab,Gujranwala Healthcare Facility 743,Clinic,Public,233,156,274,859,Yes,4.2,
744,Gujranwala,Punjab,Gujranwala Healthcare Facility 744,Clinic,Private,233,271,582,1683,Yes,4.4,
745,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 745,Clinic,Private,233,37,172,258,No,4.6,
746,Lahore,Punjab,Lahore Healthcare Facility 746,Clinic,Public,231,117,114,561,No,3.9,
747,Gujranwala,Punjab,Gujranwala Healthcare Facility 747,Hospital,Public,227,120,74,82,No,2.6,
748,Hyderabad,Sindh,Hyderabad Healthcare Facility 748,Hospital,Public,226,16,190,1883,No,3.7,
749,Multan,Punjab,Multan Healthcare Facility 749,Hospital,Public,226,225,587,1595,Yes,2.9,
750,Gujranwala,Punjab,Gujranwala Healthcare Facility 750,Medical Center,Private,223,193,65,954,Yes,3.5,
751,Sukkur,Sindh,Sukkur Healthcare Facility 751,Diagnostic Lab,Public,223,227,278,1371,Yes,4.6,
752,Quetta,Balochistan,Quetta Healthcare Facility 752,Maternity Home,Private,222,30,246,634,No,3.7,
753,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 753,Medical Center,Private,222,165,511,982,No,2.9,
754,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 754,Diagnostic Lab,Private,222,143,518,387,No,3.4,
755,Faisalabad,Punjab,Faisalabad Healthcare Facility 755,Clinic,Public,222,71,136,1695,Yes,2.7,
756,Hyderabad,Sindh,Hyderabad Healthcare Facility 756,Hospital,Private,217,154,52,946,Yes,3.4,
757,Hyderabad,Sindh,Hyderabad Healthcare Facility 757,Maternity Home,Private,217,167,380,1972,Yes,2.7,
758,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 758,Diagnostic Lab,Private,217,95,253,898,Yes,4.5,
759,Lahore,Punjab,Lahore Healthcare Facility 759,Clinic,Public,215,21,451,1332,No,3.5,
760,Sialkot,Punjab,Sialkot Healthcare Facility 760,Hospital,Private,214,35,388,1332,Yes,4.3,
761,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 761,Clinic,Private,214,41,494,599,Yes,3.1,
762,Quetta,Balochistan,Quetta Healthcare Facility 762,Diagnostic Lab,Private,209,178,399,542,Yes,2.7,
763,Sukkur,Sindh,Sukkur Healthcare Facility 763,Hospital,Public,208,211,51,309,Yes,4.3,
764,Karachi,Sindh,Karachi Healthcare Facility 764,Hospital,Public,207,242,249,335,Yes,4,
765,Sialkot,Punjab,Sialkot Healthcare Facility 765,Hospital,Public,207,41,199,1294,Yes,4.9,
766,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 766,Diagnostic Lab,Private,205,151,270,629,No,4.9,
767,Hyderabad,Sindh,Hyderabad Healthcare Facility 767,Medical Center,Public,205,289,236,192,Yes,3,
768,Lahore,Punjab,Lahore Healthcare Facility 768,Diagnostic Lab,Public,204,226,215,447,No,2.5,
769,Hyderabad,Sindh,Hyderabad Healthcare Facility 769,Medical Center,Public,204,176,287,322,No,2.9,
770,Gujranwala,Punjab,Gujranwala Healthcare Facility 770,Hospital,Private,201,265,143,360,Yes,2.6,
771,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 771,Diagnostic Lab,Public,200,32,385,995,Yes,4.2,
772,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 772,Clinic,Public,200,246,105,935,Yes,3.2,
773,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 773,Medical Center,Private,199,102,521,1206,No,3.9,
774,Sialkot,Punjab,Sialkot Healthcare Facility 774,Clinic,Private,199,298,515,1273,No,4.1,
775,Lahore,Punjab,Lahore Healthcare Facility 775,Clinic,Private,197,35,403,1097,No,4.9,
776,Gujranwala,Punjab,Gujranwala Healthcare Facility 776,Diagnostic Lab,Private,196,251,341,1035,No,4.5,
777,Gujranwala,Punjab,Gujranwala Healthcare Facility 777,Maternity Home,Public,194,246,23,608,Yes,3.4,
778,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 778,Diagnostic Lab,Private,192,52,497,351,No,4.8,
779,Multan,Punjab,Multan Healthcare Facility 779,Hospital,Public,192,274,288,1097,No,3.5,
780,Multan,Punjab,Multan Healthcare Facility 780,Hospital,Private,192,16,238,252,No,2.9,
781,Faisalabad,Punjab,Faisalabad Healthcare Facility 781,Maternity Home,Public,190,176,115,94,Yes,3.3,
782,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 782,Maternity Home,Public,189,20,106,243,Yes,4.1,
783,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 783,Hospital,Private,189,261,425,455,No,4.5,
784,Sukkur,Sindh,Sukkur Healthcare Facility 784,Maternity Home,Private,189,246,419,1782,Yes,4.4,
785,Faisalabad,Punjab,Faisalabad Healthcare Facility 785,Diagnostic Lab,Public,188,158,557,330,Yes,3.1,
786,Faisalabad,Punjab,Faisalabad Healthcare Facility 786,Medical Center,Public,188,25,439,1231,No,3.3,
787,Lahore,Punjab,Lahore Healthcare Facility 787,Diagnostic Lab,Private,188,97,73,293,No,3.9,
788,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 788,Medical Center,Public,188,227,133,1809,Yes,4.4,
789,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 789,Clinic,Private,186,244,172,718,No,3.7,
790,Quetta,Balochistan,Quetta Healthcare Facility 790,Hospital,Private,186,297,234,1068,Yes,4.8,
791,Multan,Punjab,Multan Healthcare Facility 791,Hospital,Private,186,209,245,1301,No,3.8,
792,Sialkot,Punjab,Sialkot Healthcare Facility 792,Diagnostic Lab,Private,185,221,124,956,Yes,3.8,
793,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 793,Clinic,Private,184,122,454,729,No,3.7,
794,Quetta,Balochistan,Quetta Healthcare Facility 794,Maternity Home,Public,184,236,122,547,Yes,3,
795,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 795,Maternity Home,Private,182,9,72,1172,No,3.8,
796,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 796,Diagnostic Lab,Private,181,273,569,130,No,3,
797,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 797,Hospital,Public,180,24,400,1430,No,4.2,
798,Lahore,Punjab,Lahore Healthcare Facility 798,Medical Center,Private,179,106,71,1648,No,4.1,
799,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 799,Clinic,Public,179,213,542,1091,No,3.3,
800,Gujranwala,Punjab,Gujranwala Healthcare Facility 800,Diagnostic Lab,Private,179,16,297,1003,Yes,2.6,
801,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 801,Hospital,Private,179,26,486,948,Yes,3.8,
802,Gujranwala,Punjab,Gujranwala Healthcare Facility 802,Hospital,Public,178,19,177,1432,Yes,3.4,
803,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 803,Medical Center,Private,177,45,181,1735,No,4.4,
804,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 804,Clinic,Public,176,81,80,210,No,5,
805,Sukkur,Sindh,Sukkur Healthcare Facility 805,Clinic,Private,175,251,205,1776,No,4.2,
806,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 806,Clinic,Private,175,36,257,53,Yes,3.1,
807,Gujranwala,Punjab,Gujranwala Healthcare Facility 807,Maternity Home,Public,174,35,51,312,No,2.8,
808,Quetta,Balochistan,Quetta Healthcare Facility 808,Clinic,Private,173,90,18,1071,Yes,2.9,
809,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 809,Clinic,Public,173,109,64,925,No,4,
810,Karachi,Sindh,Karachi Healthcare Facility 810,Diagnostic Lab,Public,172,217,375,229,No,3.7,
811,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 811,Medical Center,Public,171,36,573,851,Yes,3.6,
812,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 812,Hospital,Private,168,264,569,782,Yes,3.7,
813,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 813,Clinic,Public,167,134,103,546,Yes,4.7,
814,Gujranwala,Punjab,Gujranwala Healthcare Facility 814,Maternity Home,Public,167,202,359,503,No,4.2,
815,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 815,Clinic,Public,165,258,355,1971,No,4,
816,Lahore,Punjab,Lahore Healthcare Facility 816,Medical Center,Public,165,90,13,1150,No,2.7,
817,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 817,Medical Center,Public,164,150,396,1104,Yes,3.9,
818,Gujranwala,Punjab,Gujranwala Healthcare Facility 818,Diagnostic Lab,Private,164,241,444,1597,No,2.8,
819,Sialkot,Punjab,Sialkot Healthcare Facility 819,Hospital,Private,164,132,414,766,Yes,4.9,
820,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 820,Diagnostic Lab,Private,159,20,470,289,No,5,
821,Hyderabad,Sindh,Hyderabad Healthcare Facility 821,Clinic,Private,158,284,442,196,Yes,3.4,
822,Faisalabad,Punjab,Faisalabad Healthcare Facility 822,Hospital,Public,158,127,501,1728,Yes,2.9,
823,Lahore,Punjab,Lahore Healthcare Facility 823,Maternity Home,Private,158,90,501,557,Yes,3.3,
824,Lahore,Punjab,Lahore Healthcare Facility 824,Clinic,Private,156,215,63,1454,Yes,4.2,
825,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 825,Clinic,Private,156,71,39,1322,Yes,3.1,
826,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 826,Clinic,Public,155,17,483,198,Yes,2.6,
827,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 827,Clinic,Private,155,243,377,870,Yes,3.1,
828,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 828,Clinic,Public,154,84,534,56,Yes,2.9,
829,Gujranwala,Punjab,Gujranwala Healthcare Facility 829,Clinic,Public,154,152,501,458,No,2.9,
830,Sukkur,Sindh,Sukkur Healthcare Facility 830,Clinic,Public,154,299,17,1559,Yes,3.8,
831,Gujranwala,Punjab,Gujranwala Healthcare Facility 831,Clinic,Private,153,221,531,1203,No,3.3,
832,Karachi,Sindh,Karachi Healthcare Facility 832,Hospital,Public,153,154,286,1172,Yes,2.7,
833,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 833,Medical Center,Private,152,11,457,801,Yes,2.7,
834,Gujranwala,Punjab,Gujranwala Healthcare Facility 834,Clinic,Public,150,204,338,540,No,4,
835,Sialkot,Punjab,Sialkot Healthcare Facility 835,Maternity Home,Private,149,182,62,178,No,2.7,
836,Faisalabad,Punjab,Faisalabad Healthcare Facility 836,Clinic,Private,148,125,252,292,Yes,4.8,
837,Karachi,Sindh,Karachi Healthcare Facility 837,Hospital,Private,146,50,94,370,Yes,3.7,
838,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 838,Medical Center,Public,146,126,268,1486,Yes,3.8,
839,Sialkot,Punjab,Sialkot Healthcare Facility 839,Diagnostic Lab,Private,146,268,415,742,No,3.7,
840,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 840,Hospital,Public,145,285,459,1392,No,4.7,
841,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 841,Hospital,Private,145,88,336,865,No,4.1,
842,Lahore,Punjab,Lahore Healthcare Facility 842,Maternity Home,Public,145,99,560,410,No,3.5,
843,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 843,Diagnostic Lab,Private,143,178,252,842,Yes,4.9,
844,Karachi,Sindh,Karachi Healthcare Facility 844,Maternity Home,Private,141,33,354,1199,No,4.6,
845,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 845,Hospital,Private,141,150,409,1907,No,4.4,
846,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 846,Medical Center,Private,140,232,368,1346,No,2.7,
847,Sukkur,Sindh,Sukkur Healthcare Facility 847,Diagnostic Lab,Public,140,16,131,733,No,3.1,
848,Multan,Punjab,Multan Healthcare Facility 848,Medical Center,Private,139,44,542,1496,Yes,3.3,
849,Hyderabad,Sindh,Hyderabad Healthcare Facility 849,Maternity Home,Public,137,148,587,1203,No,2.9,
850,Multan,Punjab,Multan Healthcare Facility 850,Hospital,Public,137,94,105,1151,Yes,3.1,
851,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 851,Hospital,Private,136,288,355,1012,No,3,
852,Karachi,Sindh,Karachi Healthcare Facility 852,Maternity Home,Private,135,260,102,1138,No,2.6,
853,Hyderabad,Sindh,Hyderabad Healthcare Facility 853,Clinic,Private,135,249,240,1460,No,4.2,
854,Gujranwala,Punjab,Gujranwala Healthcare Facility 854,Maternity Home,Public,135,193,37,1467,No,3.9,
855,Sukkur,Sindh,Sukkur Healthcare Facility 855,Medical Center,Public,135,155,591,75,Yes,4.6,
856,Gujranwala,Punjab,Gujranwala Healthcare Facility 856,Maternity Home,Public,135,237,528,635,Yes,2.6,
857,Lahore,Punjab,Lahore Healthcare Facility 857,Diagnostic Lab,Public,134,63,374,776,No,3.8,
858,Lahore,Punjab,Lahore Healthcare Facility 858,Hospital,Private,133,224,132,1661,No,4.5,
859,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 859,Diagnostic Lab,Private,133,273,395,1707,No,4.8,
860,Gujranwala,Punjab,Gujranwala Healthcare Facility 860,Hospital,Public,132,242,185,417,No,2.7,
861,Faisalabad,Punjab,Faisalabad Healthcare Facility 861,Maternity Home,Public,132,9,569,1937,Yes,2.8,
862,Multan,Punjab,Multan Healthcare Facility 862,Diagnostic Lab,Private,131,97,276,720,No,3.6,
863,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 863,Clinic,Public,129,51,557,1125,Yes,3.6,
864,Sukkur,Sindh,Sukkur Healthcare Facility 864,Clinic,Private,128,218,14,321,Yes,3.6,
865,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 865,Diagnostic Lab,Private,127,153,21,445,No,3.1,
866,Karachi,Sindh,Karachi Healthcare Facility 866,Clinic,Private,125,25,87,1786,Yes,3.5,
867,Gujranwala,Punjab,Gujranwala Healthcare Facility 867,Hospital,Private,125,198,365,268,Yes,4.8,
868,Faisalabad,Punjab,Faisalabad Healthcare Facility 868,Diagnostic Lab,Public,125,147,422,1749,No,4.6,
869,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 869,Maternity Home,Private,124,126,551,1573,Yes,4.4,
870,Sukkur,Sindh,Sukkur Healthcare Facility 870,Medical Center,Private,123,203,311,1657,Yes,4.8,
871,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 871,Diagnostic Lab,Private,123,96,327,595,Yes,4.3,
872,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 872,Clinic,Private,123,230,334,1278,Yes,3,
873,Sukkur,Sindh,Sukkur Healthcare Facility 873,Medical Center,Private,122,135,34,851,No,4.1,
874,Faisalabad,Punjab,Faisalabad Healthcare Facility 874,Maternity Home,Private,121,71,544,1997,Yes,3.9,
875,Sialkot,Punjab,Sialkot Healthcare Facility 875,Hospital,Private,120,218,216,1560,No,2.7,
876,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 876,Maternity Home,Private,119,136,244,235,No,2.5,
877,Lahore,Punjab,Lahore Healthcare Facility 877,Diagnostic Lab,Private,118,68,511,1441,No,3.8,
878,Hyderabad,Sindh,Hyderabad Healthcare Facility 878,Diagnostic Lab,Public,116,209,424,922,No,5,
879,Faisalabad,Punjab,Faisalabad Healthcare Facility 879,Clinic,Public,116,179,101,485,No,3,
880,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 880,Diagnostic Lab,Public,116,102,220,1333,No,3.4,
881,Hyderabad,Sindh,Hyderabad Healthcare Facility 881,Maternity Home,Public,115,108,80,83,No,3.8,
882,Karachi,Sindh,Karachi Healthcare Facility 882,Clinic,Private,113,107,147,1582,Yes,4.4,
883,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 883,Diagnostic Lab,Public,111,100,215,1102,No,3.7,
884,Quetta,Balochistan,Quetta Healthcare Facility 884,Hospital,Private,109,242,418,634,Yes,5,
885,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 885,Clinic,Private,108,53,474,270,Yes,4.8,
886,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 886,Medical Center,Public,107,79,323,117,Yes,3.5,
887,Gujranwala,Punjab,Gujranwala Healthcare Facility 887,Medical Center,Public,107,154,231,904,No,4.4,
888,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 888,Clinic,Private,106,94,293,1082,Yes,4.6,
889,Sialkot,Punjab,Sialkot Healthcare Facility 889,Diagnostic Lab,Public,106,256,554,669,No,3.4,
890,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 890,Clinic,Private,105,76,131,1652,Yes,3.2,
891,Gujranwala,Punjab,Gujranwala Healthcare Facility 891,Hospital,Private,105,243,30,1894,No,4.9,
892,Multan,Punjab,Multan Healthcare Facility 892,Hospital,Public,104,20,459,133,Yes,3.7,
893,Gujranwala,Punjab,Gujranwala Healthcare Facility 893,Hospital,Public,104,182,347,1330,No,4.8,
894,Sukkur,Sindh,Sukkur Healthcare Facility 894,Hospital,Public,103,66,226,825,Yes,2.6,
895,Gujranwala,Punjab,Gujranwala Healthcare Facility 895,Medical Center,Public,102,42,78,1029,Yes,3.7,
896,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 896,Medical Center,Public,101,90,127,1543,No,2.9,
897,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 897,Clinic,Public,98,226,78,134,No,2.7,
898,Sialkot,Punjab,Sialkot Healthcare Facility 898,Diagnostic Lab,Private,98,54,592,371,Yes,3.2,
899,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 899,Hospital,Private,98,297,599,440,No,3.2,
900,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 900,Diagnostic Lab,Private,98,104,282,1864,No,4.5,
901,Gujranwala,Punjab,Gujranwala Healthcare Facility 901,Maternity Home,Public,97,253,361,1522,Yes,3.1,
902,Lahore,Punjab,Lahore Healthcare Facility 902,Diagnostic Lab,Private,96,157,471,558,Yes,4.2,
903,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 903,Medical Center,Public,94,74,214,990,Yes,4.4,
904,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 904,Hospital,Public,94,15,193,1673,Yes,4.9,
905,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 905,Medical Center,Public,92,260,34,933,Yes,4.4,
906,Karachi,Sindh,Karachi Healthcare Facility 906,Medical Center,Private,89,57,509,1577,No,3.3,
907,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 907,Diagnostic Lab,Public,89,185,426,1323,No,4.3,
908,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 908,Medical Center,Private,89,299,488,1568,Yes,4.8,
909,Karachi,Sindh,Karachi Healthcare Facility 909,Medical Center,Public,87,280,235,1435,Yes,3.2,
910,Lahore,Punjab,Lahore Healthcare Facility 910,Medical Center,Public,86,214,428,647,No,3.7,
911,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 911,Diagnostic Lab,Public,86,252,531,1990,Yes,2.8,
912,Hyderabad,Sindh,Hyderabad Healthcare Facility 912,Medical Center,Private,83,68,257,449,No,4.5,
913,Lahore,Punjab,Lahore Healthcare Facility 913,Hospital,Public,83,130,124,1311,Yes,3,
914,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 914,Diagnostic Lab,Private,82,177,439,575,Yes,2.9,
915,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 915,Hospital,Private,82,131,210,1258,No,3.3,
916,Quetta,Balochistan,Quetta Healthcare Facility 916,Clinic,Private,80,183,397,200,Yes,4.7,
917,Quetta,Balochistan,Quetta Healthcare Facility 917,Diagnostic Lab,Public,78,158,297,159,Yes,4.1,
918,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 918,Diagnostic Lab,Public,77,29,336,1141,No,4.2,
919,Multan,Punjab,Multan Healthcare Facility 919,Hospital,Private,76,46,454,1912,Yes,3.5,
920,Hyderabad,Sindh,Hyderabad Healthcare Facility 920,Hospital,Public,75,29,212,1658,No,3.1,
921,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 921,Diagnostic Lab,Private,74,141,395,494,Yes,2.8,
922,Karachi,Sindh,Karachi Healthcare Facility 922,Medical Center,Private,74,73,93,197,Yes,3.5,
923,Sialkot,Punjab,Sialkot Healthcare Facility 923,Diagnostic Lab,Private,74,176,150,1548,Yes,4.7,
924,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 924,Maternity Home,Public,73,130,12,1924,No,4.5,
925,Faisalabad,Punjab,Faisalabad Healthcare Facility 925,Maternity Home,Private,72,292,507,1067,No,2.9,
926,Faisalabad,Punjab,Faisalabad Healthcare Facility 926,Diagnostic Lab,Private,72,289,417,800,No,4.6,
927,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 927,Maternity Home,Private,72,223,91,253,No,4.5,
928,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 928,Hospital,Private,72,169,45,1459,No,3.3,
929,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 929,Diagnostic Lab,Private,71,235,232,713,No,5,
930,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 930,Hospital,Private,71,121,352,749,No,3,
931,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 931,Maternity Home,Public,70,119,534,1689,Yes,2.6,
932,Faisalabad,Punjab,Faisalabad Healthcare Facility 932,Hospital,Public,67,76,546,1429,No,3.1,
933,Multan,Punjab,Multan Healthcare Facility 933,Hospital,Private,66,17,225,1088,No,2.6,
934,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 934,Diagnostic Lab,Private,65,284,100,769,No,4.8,
935,Lahore,Punjab,Lahore Healthcare Facility 935,Medical Center,Public,65,259,135,1894,No,4.9,
936,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 936,Medical Center,Public,64,222,571,1216,No,4.8,
937,Multan,Punjab,Multan Healthcare Facility 937,Clinic,Public,62,39,282,1503,Yes,3.5,
938,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 938,Maternity Home,Private,62,192,25,1140,Yes,2.6,
939,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 939,Hospital,Public,61,103,379,1482,No,3.2,
940,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 940,Clinic,Private,61,102,221,1488,No,4.9,
941,Lahore,Punjab,Lahore Healthcare Facility 941,Maternity Home,Public,60,220,47,702,No,4.3,
942,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 942,Hospital,Private,58,41,454,1289,Yes,3.5,
943,Gujranwala,Punjab,Gujranwala Healthcare Facility 943,Hospital,Public,58,179,408,59,Yes,3.3,
944,Faisalabad,Punjab,Faisalabad Healthcare Facility 944,Diagnostic Lab,Public,57,31,539,597,No,3.9,
945,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 945,Hospital,Public,55,174,185,1470,No,4.3,
946,Hyderabad,Sindh,Hyderabad Healthcare Facility 946,Diagnostic Lab,Public,55,175,389,735,Yes,3.4,
947,Sukkur,Sindh,Sukkur Healthcare Facility 947,Medical Center,Private,55,97,418,163,No,2.9,
948,Quetta,Balochistan,Quetta Healthcare Facility 948,Medical Center,Private,51,194,218,1165,Yes,2.6,
949,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 949,Medical Center,Private,51,5,177,149,No,3.1,
950,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 950,Clinic,Public,49,97,186,1613,Yes,2.6,
951,Sukkur,Sindh,Sukkur Healthcare Facility 951,Maternity Home,Private,48,191,396,1632,Yes,4.8,
952,Karachi,Sindh,Karachi Healthcare Facility 952,Maternity Home,Public,48,147,193,1802,No,4,
953,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 953,Diagnostic Lab,Public,45,27,578,639,No,4.5,
954,Gujranwala,Punjab,Gujranwala Healthcare Facility 954,Diagnostic Lab,Private,43,19,168,84,No,4.1,
955,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 955,Medical Center,Private,42,168,527,488,Yes,4.1,
956,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 956,Hospital,Public,42,294,280,584,Yes,2.6,
957,Sukkur,Sindh,Sukkur Healthcare Facility 957,Hospital,Public,41,194,109,1058,No,3,
958,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 958,Clinic,Private,38,219,188,1637,No,3.6,
959,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 959,Diagnostic Lab,Private,38,96,286,664,Yes,4.3,
960,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 960,Clinic,Private,37,98,451,306,No,4.7,
961,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 961,Clinic,Public,36,16,563,1674,No,3.5,
